1000969,-384
1003393,-384
1005587,-384
100653,-384
1007627,-384
100835,-384
1009529,-384
1015707,-384
1016007,-384
1016145,-384
1017011,-384
1018805,-384
1020677,-384
1021,-384
1023247,-384
1023793,-384
1025029,-384
1027527,-384
1027619,-384
1027875,-384
1029345,-384
1030849,-384
1031815,-384
1032271,-384
1033849,-384
10343,-384
1037909,-384
1038419,-384
1042601,-384
1043603,-384
1048431,-384
104857,-384
1049105,-384
1049157,-384
1049809,-384
1051647,-384
1054017,-384
1056661,-384
1062961,-384
1064485,-384
106551,-384
1067139,-384
1069199,-384
1070235,-384
1070255,-384
1071637,-384
107439,-384
1076435,-384
1076821,-384
1078011,-384
1079905,-384
108359,-384
108389,-384
1084199,-384
1084369,-384
1085107,-384
1085161,-384
1086717,-384
1087555,-384
1088897,-384
1090965,-384
1091133,-384
1091437,-384
109183,-384
1093111,-384
1102355,-384
1105707,-384
1106865,-384
1113797,-384
1114063,-384
1114083,-384
1114199,-384
1115013,-384
1118697,-384
1120973,-384
1121649,-384
1122129,-384
1122917,-384
1123639,-384
1124993,-384
1125495,-384
1126251,-384
1131349,-384
1139739,-384
1142987,-384
1143655,-384
1145887,-384
1147369,-384
1147575,-384
1147811,-384
1148533,-384
1151191,-384
1151339,-384
1152435,-384
1157381,-384
1157435,-384
1158467,-384
1159545,-384
1160457,-384
1164857,-384
1167399,-384
1168743,-384
1170309,-384
1171911,-384
1173749,-384
117579,-384
1176439,-384
1177115,-384
1177429,-384
1178553,-384
1180049,-384
1181983,-384
1184659,-384
1186649,-384
1186657,-384
1187207,-384
1189217,-384
1193125,-384
1195593,-384
1206683,-384
1208055,-384
1209023,-384
1209891,-384
1210397,-384
1212223,-384
1213881,-384
1214017,-384
1214537,-384
1217115,-384
1221419,-384
1224689,-384
1226171,-384
1227403,-384
1227459,-384
122871,-384
1231813,-384
1236271,-384
1239117,-384
1240297,-384
1240551,-384
1240757,-384
1241261,-384
1241589,-384
1249033,-384
1249717,-384
1252423,-384
1253959,-384
1263733,-384
1264371,-384
1265857,-384
1269021,-384
1274277,-384
1278933,-384
1284059,-384
1284505,-384
1287097,-384
1288749,-384
1290795,-384
1294639,-384
1300573,-384
1300581,-384
1307415,-384
1313359,-384
1315903,-384
1316051,-384
131663,-384
1318839,-384
131897,-384
131913,-384
1319175,-384
1321403,-384
1321993,-384
1322035,-384
13227,-384
1327855,-384
1328931,-384
1329573,-384
1329989,-384
1330589,-384
1331011,-384
1331669,-384
1331789,-384
13327,-384
1334733,-384
1337061,-384
1337521,-384
134131,-384
1341555,-384
134213,-384
1343467,-384
1343959,-384
1345375,-384
1345513,-384
1347471,-384
1349867,-384
1352085,-384
1352099,-384
1354283,-384
1355907,-384
1356423,-384
1357391,-384
1357533,-384
1357779,-384
1358331,-384
135877,-384
1359197,-384
1364839,-384
1365693,-384
1366047,-384
1366125,-384
1369717,-384
137311,-384
1377395,-384
138307,-384
1384617,-384
1385329,-384
13863,-384
1388399,-384
1390275,-384
1391621,-384
1393899,-384
139503,-384
1396815,-384
1397417,-384
1397539,-384
1398965,-384
1400219,-384
1400697,-384
1402487,-384
1404459,-384
1405029,-384
1405923,-384
1407745,-384
1408129,-384
1415389,-384
1415921,-384
1424021,-384
1427439,-384
1428351,-384
1428447,-384
1428853,-384
1429389,-384
1431097,-384
1432101,-384
1432601,-384
1433725,-384
1437143,-384
143717,-384
1439325,-384
1440647,-384
144229,-384
1444779,-384
1446645,-384
1447055,-384
1447715,-384
144835,-384
1449459,-384
1451007,-384
1451183,-384
1451417,-384
1451945,-384
1452353,-384
1453959,-384
1454011,-384
1458707,-384
1459017,-384
1462467,-384
1464529,-384
1465127,-384
1468573,-384
1469411,-384
1471175,-384
1472157,-384
14735,-384
1473915,-384
1477895,-384
1481971,-384
1483653,-384
1484015,-384
1484623,-384
1490321,-384
149111,-384
1492171,-384
1492557,-384
1493577,-384
1494383,-384
1495847,-384
1498291,-384
1501203,-384
1501567,-384
1504535,-384
1504855,-384
1504999,-384
1505675,-384
1505709,-384
1507089,-384
15119,-384
1512395,-384
1513105,-384
1513439,-384
1513931,-384
1515725,-384
1515821,-384
1516473,-384
1516547,-384
1517123,-384
1519707,-384
1521077,-384
1522265,-384
1522319,-384
1523839,-384
1524175,-384
152471,-384
1527265,-384
1531199,-384
1532287,-384
1536365,-384
1537395,-384
1539215,-384
1539785,-384
1540019,-384
1543743,-384
1545211,-384
1548021,-384
1548763,-384
1549335,-384
1551149,-384
1553815,-384
1553871,-384
1553961,-384
1556169,-384
1559979,-384
1561627,-384
1561825,-384
1562071,-384
1564857,-384
1566265,-384
156639,-384
156997,-384
1571063,-384
1572697,-384
157335,-384
1574955,-384
157543,-384
1579317,-384
1580787,-384
1583395,-384
1585467,-384
1587975,-384
1592001,-384
1593777,-384
1593883,-384
1595147,-384
1595573,-384
1597983,-384
1603753,-384
160413,-384
1604623,-384
1607255,-384
1607937,-384
1610605,-384
1616477,-384
1617181,-384
1617875,-384
1618227,-384
1619601,-384
1619951,-384
1623487,-384
1623947,-384
1626239,-384
1626701,-384
1627097,-384
1629103,-384
1629293,-384
163039,-384
1631827,-384
1632647,-384
163443,-384
1637487,-384
1641559,-384
1644233,-384
1644373,-384
164569,-384
1647929,-384
1652397,-384
1660499,-384
1661577,-384
1661739,-384
1662371,-384
1668691,-384
1673111,-384
1673489,-384
1673833,-384
1675083,-384
1678297,-384
1681773,-384
1684165,-384
1685505,-384
1686069,-384
1688827,-384
1689821,-384
1690755,-384
1691317,-384
1693545,-384
1696607,-384
1697351,-384
1697975,-384
1705719,-384
1707259,-384
1711685,-384
171293,-384
1714255,-384
1714429,-384
171775,-384
1722897,-384
172325,-384
1723853,-384
1724683,-384
1725799,-384
1725857,-384
1726695,-384
1729955,-384
1732291,-384
1733041,-384
1733475,-384
1733541,-384
1733635,-384
1733767,-384
1737291,-384
1737567,-384
1742255,-384
1745701,-384
1748795,-384
1753299,-384
1756707,-384
175679,-384
1757723,-384
1757823,-384
1759473,-384
1760539,-384
1761893,-384
1763507,-384
176429,-384
1765771,-384
1766297,-384
1766731,-384
1768823,-384
1774539,-384
1775179,-384
1776513,-384
1778069,-384
1778185,-384
1778709,-384
1779803,-384
1779905,-384
178079,-384
1782633,-384
